,temperature,pressure,z_carbon dioxide,z_hydrogen,z_nitrogen,z_argon,z_methane,z_oxygen,z_carbon monoxide,z_hydrogen sulfide
7111,260.0,35.96475528642847,0.9600000000000002,0.0,0.0,0.0028834955456095,0.0218202754855484,0.0123613739594516,0.0029348550093903,0.0
14760,220.0,12.420530204554684,0.96,0.0,0.01,0.03,0.0,0.0,0.0,0.0
11721,250.0,40.02195966545291,0.98,0.0082265201045087,0.0074981249813925,0.0,0.0011315097552597,0.003143845158839,0.0,0.0
17829,200.0,8.428981252671264,0.9700000000000002,0.0027437488900767,0.0007509336616747,0.0018004065823258,0.0245796928555922,9.125664169751543e-06,3.4823956615641697e-05,8.126838954503732e-05
11659,220.0,30.514780907671003,0.98,0.0082265201045087,0.0074981249813925,0.0,0.0011315097552597,0.003143845158839,0.0,0.0
10714,230.0,17.28028741019301,0.98,0.0,0.0,0.0,0.0,0.02,0.0,0.0
3936,235.0,14.835330204683448,0.95,0.0,0.0,0.0,0.0298371529662057,0.0,0.0090054264024817,0.0111574206313125
13710,280.0,46.231829729228295,0.98,0.0,0.02,0.0,0.0,0.0,0.0,0.0
54,225.0,12.99008438000007,0.97,0.0,0.0,0.0,0.0,0.0253278377187791,0.0046721622812208,0.0
16146,230.0,20.31860914399648,0.98,0.01,0.01,0.0,0.0,0.0,0.0,0.0
9201,250.0,19.964725243203816,0.96,0.0,0.0267210077485568,0.0132789922514431,0.0,0.0,0.0,0.0
6408,205.0,17.27972639142911,0.9900000000000004,0.0060262828721686,0.0010191679361811,0.0,0.0,0.0022682256482212,0.0,0.0006863235434289
7443,240.0,45.74091012985071,0.97,0.0185590238347215,0.0114409761652784,0.0,0.0,0.0,0.0,0.0
17955,260.0,35.9329351520285,0.9700000000000002,0.0027437488900767,0.0007509336616747,0.0018004065823258,0.0245796928555922,9.125664169751543e-06,3.4823956615641697e-05,8.126838954503732e-05
